Jobtitle,Link,company,Updateddatetime
"Public Procurement Professionals Roster, Rome",https://unjobs.org/vacancies/1573685591210,IFAD - International Fund for Agricultural Development,2019-11-14T06:15:00Z
"Media Consultant, Rome",https://unjobs.org/vacancies/1573685589831,IFAD - International Fund for Agricultural Development,2019-11-14T06:12:23Z
"Call for interest - Financial Management Consultant Roster, Dakar",https://unjobs.org/vacancies/1573685588445,IFAD - International Fund for Agricultural Development,2019-11-14T06:10:53Z
"Senior Manager, Laboratory Services (Molecular) with Clinical under the Laboratory Sciences and Services Division, Dhaka",https://unjobs.org/vacancies/1573682462783,"ICDDR,B - Centre for Health and Population Research",2019-11-14T06:06:10Z
"Senior Technical Assistant with Hospitals under the Nutrition and Clinical Services Division, Dhaka",https://unjobs.org/vacancies/1573682459897,"ICDDR,B - Centre for Health and Population Research",2019-11-14T06:05:54Z
"Medical Technologist (Radiography) with Hospitals under the Nutrition and Clinical Services Division, Dhaka",https://unjobs.org/vacancies/1573682457051,"ICDDR,B - Centre for Health and Population Research",2019-11-14T06:05:38Z
"Senior Medical Technologist with Hospitals under the Nutrition and Clinical Services Division, Dhaka",https://unjobs.org/vacancies/1573682454013,"ICDDR,B - Centre for Health and Population Research",2019-11-14T06:05:22Z
"International Consultancy: Develop a competence-based curriculum for mid-level technicians in Physiotherapist and Prosthetic/Orthotic, Mozambique",https://unjobs.org/vacancies/1573687133174,UNICEF - United Nations Children's Fund,2019-11-14T05:59:25Z
"Chief Field Office, Venezuela (multiple locations), Venezuela",https://unjobs.org/vacancies/1573687118779,UNICEF - United Nations Children's Fund,2019-11-14T05:58:44Z
"National Consultant _ for Capacity Building of Paraprofessionals and Professionals for Early Childhood Intervention, Myanmar",https://unjobs.org/vacancies/1573687095423,UNICEF - United Nations Children's Fund,2019-11-14T05:58:40Z
"Programme Officer (Data Management), Dili, Timor-Leste",https://unjobs.org/vacancies/1573687091560,UNICEF - United Nations Children's Fund,2019-11-14T05:58:23Z
"Consultancy: Multiple Indicator Cluster Surveys (MICS), Data and Analytics Section, DAPM, New York",https://unjobs.org/vacancies/1573687084218,UNICEF - United Nations Children's Fund,2019-11-14T05:58:18Z
" WASH Officer, Venezuela",https://unjobs.org/vacancies/1573687068723,UNICEF - United Nations Children's Fund,2019-11-14T05:56:45Z
"WASH Specialist (Cholera), Port-au- Prince, Haiti ",https://unjobs.org/vacancies/1573687064623,UNICEF - United Nations Children's Fund,2019-11-14T05:56:42Z
"Programme Officer (HACT), Yangon",https://unjobs.org/vacancies/1573687052984,UNICEF - United Nations Children's Fund,2019-11-14T05:56:14Z
"Chief Social Policy ( Child Rights Monitoring), Nay Pyi Taw, Myanmar",https://unjobs.org/vacancies/1573687049141,UNICEF - United Nations Children's Fund,2019-11-14T05:56:11Z
"Child Protection Specialist, Sittwe, Myanmar",https://unjobs.org/vacancies/1573687045112,UNICEF - United Nations Children's Fund,2019-11-14T05:55:37Z
"JPO - Child Protection Officer, Kampala",https://unjobs.org/vacancies/1573687037413,UNICEF - United Nations Children's Fund,2019-11-14T05:54:51Z
"Programme Assistant, Child Protection and Social Protection, Macedonia",https://unjobs.org/vacancies/1573687033550,UNICEF - United Nations Children's Fund,2019-11-14T05:54:31Z
"Evaluation Specialist, Amman, Jordan",https://unjobs.org/vacancies/1573687016773,UNICEF - United Nations Children's Fund,2019-11-14T05:54:04Z
"Human Resources Officer, Nay Pyi Taw, Myanmar",https://unjobs.org/vacancies/1573687005664,UNICEF - United Nations Children's Fund,2019-11-14T05:54:02Z
"Programme Manager, Dhaka",https://unjobs.org/vacancies/1573687001733,UNICEF - United Nations Children's Fund,2019-11-14T05:53:33Z
"Communication for Development Officer, Baidoa, Somalia",https://unjobs.org/vacancies/1573686997869,UNICEF - United Nations Children's Fund,2019-11-14T05:52:39Z
"Statistics & Monitoring Associate (Demand Planning & Forecasting), Denmark",https://unjobs.org/vacancies/1573686994016,UNICEF - United Nations Children's Fund,2019-11-14T05:52:20Z
"Communication Officer (Volunteer Engagement), Bangkok ",https://unjobs.org/vacancies/1573686990159,UNICEF - United Nations Children's Fund,2019-11-14T05:51:53Z
"National Consultant to support Inshuti Z'Umuryango Coordination, Kigali",https://unjobs.org/vacancies/1573686986334,UNICEF - United Nations Children's Fund,2019-11-14T05:51:33Z
"Consultancy - Technical support on the Diagnostic of the Social Protection System in Thailand, Bangkok, Thailand",https://unjobs.org/vacancies/1573686982427,UNICEF - United Nations Children's Fund,2019-11-14T05:51:30Z
"Consultancy - Review of the Management Information System (MIS) of the Child Support Grant, UNICEF Thailand, Bangkok, Thailand",https://unjobs.org/vacancies/1573686978545,UNICEF - United Nations Children's Fund,2019-11-14T05:50:40Z
"National Consultant_ to strengthen quality and coverage of IMAM in priority states/regions under MS-NPAN (2018-2022), Myanmar",https://unjobs.org/vacancies/1573686974461,UNICEF - United Nations Children's Fund,2019-11-14T05:50:36Z
"Consultancy - Development and Assessment of the Management Information System (MIS) of the Child Support Grant, Bangkok, Thailand",https://unjobs.org/vacancies/1573686970530,UNICEF - United Nations Children's Fund,2019-11-14T05:49:58Z
"Consultancy Title: Communication and Design Consultant - National Aid Fund Support, Jordan Country Office, Jordan",https://unjobs.org/vacancies/1573686966576,UNICEF - United Nations Children's Fund,2019-11-14T05:49:43Z
" WASH Specialist, Jakarta, Indonesia",https://unjobs.org/vacancies/1573686958869,UNICEF - United Nations Children's Fund,2019-11-14T05:49:32Z
"Pacific Island Fisheries Professional (Oceanic Fisheries/Purse Seine Effort Creep), Noumea, New Caledonia",https://unjobs.org/vacancies/1573656072529,SPC - Secretariat of the Pacific Community,2019-11-14T05:48:04Z
"Expert (Projects), Short Term Appointment, Postal Operations Directorate, Bern, Switzerland",https://unjobs.org/vacancies/1573654798097,UPU - Universal Postal Union,2019-11-14T05:45:14Z
"Consultancy: Evidence, Reporting and Communication, UNICEF Supply Division, Copenhagen, Denmark",https://unjobs.org/vacancies/1573686951185,UNICEF - United Nations Children's Fund,2019-11-14T05:44:48Z
"Social Policy Specialist (Social Protection), Kampala",https://unjobs.org/vacancies/1573686947342,UNICEF - United Nations Children's Fund,2019-11-14T05:44:15Z
"Internship: Education Section, Nairobi",https://unjobs.org/vacancies/1573686935894,UNICEF - United Nations Children's Fund,2019-11-14T05:44:12Z
"Senior Emergency Manager, Kinshasa, Democratic Republic of Congo",https://unjobs.org/vacancies/1573686926413,UNICEF - United Nations Children's Fund,2019-11-14T05:43:50Z
"Operations Manager (Internal Control), Kinshasa, Democratic Republic of Congo",https://unjobs.org/vacancies/1573686922546,UNICEF - United Nations Children's Fund,2019-11-14T05:43:22Z
"Consultancy (up to 11.5 months): Specialist in Development of Digital Training Materials to create modular training for UNICEF Partnership Agreements, Switzerland",https://unjobs.org/vacancies/1573686911683,UNICEF - United Nations Children's Fund,2019-11-14T05:43:03Z
"Water Safety Plan, International Consultancy, Burkina Faso",https://unjobs.org/vacancies/1573686907753,UNICEF - United Nations Children's Fund,2019-11-14T05:42:39Z
"Individual Consultancy: To conceive the layout of C4D materials for Ebola Prevention, Community Engagement and Social Protection, Mozambique",https://unjobs.org/vacancies/1573686903894,UNICEF - United Nations Children's Fund,2019-11-14T05:42:25Z
"FEMALE INTERNSHIP:GENDER EQUALITY & MATERNAL HEALTH IN SOMALILAND, Somalia",https://unjobs.org/vacancies/1573686899993,UNICEF - United Nations Children's Fund,2019-11-14T05:42:17Z
"Junior Consultant: Research and Conference Support for Child Online Protection, UNICEF EAPRO, Bangkok",https://unjobs.org/vacancies/1573686896162,UNICEF - United Nations Children's Fund,2019-11-14T05:42:13Z
"Consultancy - Technical Assistance on Child Protection Online and School, Bangkok, Thailand",https://unjobs.org/vacancies/1573686892290,UNICEF - United Nations Children's Fund,2019-11-14T05:42:06Z
"Individual Consultancy: Assessment of the relevance and effectiveness of UNICEF's Budget Briefs series as an child-sensitive advocacy tool to inform policy, planning and budgeting process, Mozambique",https://unjobs.org/vacancies/1573686888417,UNICEF - United Nations Children's Fund,2019-11-14T05:41:58Z
"Generic Vacancy Announcement (GVA) - WASH Cluster Information Management Officer, Kyiv, Ukraine",https://unjobs.org/vacancies/1573686884545,UNICEF - United Nations Children's Fund,2019-11-14T05:41:42Z
"External Outreach to WASH in Emergencies Specialists for UNICEF Eastern and Southern Africa Region (RRM Roster), Kenya",https://unjobs.org/vacancies/1573686880688,UNICEF - United Nations Children's Fund,2019-11-14T05:41:20Z
"MSCTP Capacity Development Plan Review Consultant (National Consultancy), Malawi",https://unjobs.org/vacancies/1573686876863,UNICEF - United Nations Children's Fund,2019-11-14T05:41:02Z
"Construction engineers for EU-MNCH project for Kebbi and Bauchi states, Nigeria",https://unjobs.org/vacancies/1573686872833,UNICEF - United Nations Children's Fund,2019-11-14T05:40:51Z
"Consultancy : Capacity Development, C4D, Home Based / Office Based, United States",https://unjobs.org/vacancies/1573686868965,UNICEF - United Nations Children's Fund,2019-11-14T05:40:41Z
"Logistics Specialist, Kinshasa, Democratic Republic of Congo ",https://unjobs.org/vacancies/1573686865066,UNICEF - United Nations Children's Fund,2019-11-14T05:38:50Z
National Consultant for Roll Out of Emergency Protocols for Children in Belize,https://unjobs.org/vacancies/1573686861096,UNICEF - United Nations Children's Fund,2019-11-14T05:38:41Z
"Finance Analyst, London, United Kingdom",https://unjobs.org/vacancies/1573676670305,EBRD - European Bank for Reconstruction and Development,2019-11-14T05:37:53Z
"Digital Products Expert (ESCB/IO), Frankfurt",https://unjobs.org/vacancies/1573676703896,ECB - European Central Bank,2019-11-13T20:51:47Z
"Principal Environment Specialist, Manila",https://unjobs.org/vacancies/1573673387255,ADB - Asian Development Bank,2019-11-13T20:13:37Z
"Senior .NET/Web Applications Developer, Application deadline: 30 November 2019 | Location: Basel, Switzerland",https://unjobs.org/vacancies/1573674482584,BIS - Bank for International Settlements,2019-11-13T20:11:57Z
"Cloud Infrastructure Architect, Application deadline: 30 November 2019 | Location: Basel, Switzerland",https://unjobs.org/vacancies/1573674484323,BIS - Bank for International Settlements,2019-11-13T20:11:47Z
"Senior Solutions Architect - SharePoint and DevOps, Application deadline: 30 November 2019 | Location: Basel, Switzerland",https://unjobs.org/vacancies/1573674486033,BIS - Bank for International Settlements,2019-11-13T20:11:37Z
"Research Assistant (SPRAI), Washington",https://unjobs.org/vacancies/1573657318486,IMF - International Monetary Fund,2019-11-13T16:37:17Z
"Cleaner, Mariupol, Ukraine",https://unjobs.org/vacancies/1573653850737,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:09:49Z
"Planning and Co-ordination Officer, Kyiv, Ukraine",https://unjobs.org/vacancies/1573653852424,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:09:38Z
"Archives Assistant, Prague, Czechia",https://unjobs.org/vacancies/1573653854055,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:09:26Z
"National Expert in Test Methods for Chemical Substances, Kyiv, Ukraine",https://unjobs.org/vacancies/1573653913372,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:09:15Z
"Archives/Records Clerk (Maternity replacement), Chisinau, Moldova",https://unjobs.org/vacancies/1573653915533,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:09:04Z
"Associate Records Management Officer, Prague, Czechia",https://unjobs.org/vacancies/1573653917168,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:08:53Z
"Senior Interpreter/Political Assistant, Chisinau, Moldova",https://unjobs.org/vacancies/1573653920334,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:08:41Z
"Administrative Assistant (G5) in Democratization Department, Tirana, Albania",https://unjobs.org/vacancies/1573653923075,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:08:30Z
"Chief of Mission Security, Prishtine / Pristina, Kosovo",https://unjobs.org/vacancies/1573653933258,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:07:56Z
"Programme Manager, Security Co-operation and Governance, Podgorica, Montenegro",https://unjobs.org/vacancies/1573653935142,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:07:44Z
"Senior Technical Project Officer, Kyiv, Ukraine",https://unjobs.org/vacancies/1573653937272,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:07:33Z
"Senior Local Consultant for the Development and Delivery of Women's Municipal Excellence Program, Tirana, Albania",https://unjobs.org/vacancies/1573653939782,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:07:20Z
"Budget Control Officer, Kyiv, Ukraine",https://unjobs.org/vacancies/1573653941383,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:07:08Z
"Consultant on Local Budget and Finances, Tirana, Albania",https://unjobs.org/vacancies/1573653944160,OSCE - Organization for Security and Co-operation in Europe,2019-11-13T14:06:55Z
"IT Assistant, Brussels",https://unjobs.org/vacancies/1573648685711,The World Bank,2019-11-13T12:41:38Z
"Finance & Administration Officer, South Sulawesi, Indonesia",https://unjobs.org/vacancies/1573564952339,Abt JTA Asia Pacific,2019-11-13T11:43:53Z
"Consultant-PATSPO, Addis Ababa",https://unjobs.org/vacancies/1573586503067,World Agroforestry Centre (ICRAF),2019-11-13T11:31:45Z
"Senior Manager, Supply Chain - Health Systems & Immunisation Strengthening, Geneva",https://unjobs.org/vacancies/1573568859025,GAVI Alliance,2019-11-13T11:29:22Z
"Administrative & Finance Officer, Valletta, Malta",https://unjobs.org/vacancies/1573589922136,International Centre for Migration Policy Development (ICMPD),2019-11-13T10:48:32Z
"Project Manager, Amman, Jordan",https://unjobs.org/vacancies/1573589880410,International Centre for Migration Policy Development (ICMPD),2019-11-13T10:45:58Z
"MEL Officer, Vienna, Austria",https://unjobs.org/vacancies/1573589843920,International Centre for Migration Policy Development (ICMPD),2019-11-13T10:45:44Z
"BMS Specialist, Vienna, Austria",https://unjobs.org/vacancies/1573589800370,International Centre for Migration Policy Development (ICMPD),2019-11-13T10:45:41Z
"Capacity Building Specialist, Brussels, Belgium",https://unjobs.org/vacancies/1573589767644,International Centre for Migration Policy Development (ICMPD),2019-11-13T10:45:30Z
"Project Assistant, Amman, Jordan",https://unjobs.org/vacancies/1573589725030,International Centre for Migration Policy Development (ICMPD),2019-11-13T10:45:21Z
"Project Manager, Belgrade, Serbia",https://unjobs.org/vacancies/1573589684551,International Centre for Migration Policy Development (ICMPD),2019-11-13T10:45:09Z
"Research Associate II- Laboratory Technician, Nairobi",https://unjobs.org/vacancies/1573589348520,International Livestock Research Institute (ILRI),2019-11-13T10:38:00Z
"Senior Analyst Information Technology, Los Angeles, United States",https://unjobs.org/vacancies/1573416181004,Internet Corporation for Assigned Names and Numbers (ICANN),2019-11-13T10:00:14Z
"Senior QA Engineer (Automation), Los Angeles, United States",https://unjobs.org/vacancies/1573416177127,Internet Corporation for Assigned Names and Numbers (ICANN),2019-11-13T09:59:49Z
" Contratação de consultor para elaboração de estudo para análise da publicidade e práticas comerciais destinadas às crianças e adolescentes e suas limitações pelo ordenamento jurídico brasileiro, bem como no direito comparado, Brasília",https://unjobs.org/vacancies/1573586877292,UNDP - United Nations Development Programme,2019-11-13T04:02:39Z
"Group Leader Vacancies, Cape Town, South Africa",https://unjobs.org/vacancies/1573586390343,ICGEB - International Centre for Genetic Engineering and Biotechnology,2019-11-13T03:59:39Z
"Assistant/ Secretary, Ulaanbaatar, Mongolia",https://unjobs.org/vacancies/1573568445530,EBRD - European Bank for Reconstruction and Development,2019-11-13T03:57:07Z
"Assistant, Banking, Istanbul, Turkey",https://unjobs.org/vacancies/1573568442472,EBRD - European Bank for Reconstruction and Development,2019-11-13T03:57:00Z
"Programme Policy Officer - Nutrition, Vientiane",https://unjobs.org/vacancies/1573586950557,WFP - World Food Programme,2019-11-13T03:46:44Z
"Programme Policy Officer, Vientiane",https://unjobs.org/vacancies/1573586950188,WFP - World Food Programme,2019-11-13T03:46:12Z
"Senior Energy Specialist, Papua New Guinea Resident Mission",https://unjobs.org/vacancies/1573565213467,ADB - Asian Development Bank,2019-11-13T03:45:13Z
" Grants Officer (PSEA), Gaziantep, Turkey",https://unjobs.org/vacancies/1573591986203,IOM - International Organization for Migration,2019-11-13T03:44:22Z
"Logistics & Procurement Assistant, Tikrit, Iraq",https://unjobs.org/vacancies/1573586680890,IOM - International Organization for Migration,2019-11-13T03:41:58Z
"Senior Legal Officer (Data Protection & Governance), Geneva, Switzerland",https://unjobs.org/vacancies/1573591669185,IOM - International Organization for Migration,2019-11-13T03:40:20Z
"Senior Programme Manager, Dhaka, Bangladesh",https://unjobs.org/vacancies/1573591700908,IOM - International Organization for Migration,2019-11-13T03:30:22Z
"Senior Legal Officer (Governance & Accountability), Geneva, Switzerland",https://unjobs.org/vacancies/1573591732669,IOM - International Organization for Migration,2019-11-13T03:29:32Z
"Legal Officer (Governance & Accountability), Geneva, Switzerland",https://unjobs.org/vacancies/1573591764513,IOM - International Organization for Migration,2019-11-13T03:29:17Z
" Intern - Communication Campaigns, Geneva, Switzerland",https://unjobs.org/vacancies/1573591796201,IOM - International Organization for Migration,2019-11-13T03:28:25Z
"Regional Protection and Gender Base Violence Specialist, Bangkok, Thailand",https://unjobs.org/vacancies/1573591859696,IOM - International Organization for Migration,2019-11-13T03:28:20Z
" Intern - Media and Communications Division, Geneva, Switzerland",https://unjobs.org/vacancies/1573591891149,IOM - International Organization for Migration,2019-11-13T03:28:03Z
" Information Management Officer, Khartoum, Sudan",https://unjobs.org/vacancies/1573591922940,IOM - International Organization for Migration,2019-11-13T03:27:56Z
"Movement Operations Coordinator, N’Djamena, Chad",https://unjobs.org/vacancies/1573591954576,IOM - International Organization for Migration,2019-11-13T03:27:35Z
"Programme Coordinator (Community Engagement & Durable Solutions), Erbil, Iraq ",https://unjobs.org/vacancies/1573592018900,IOM - International Organization for Migration,2019-11-13T03:27:10Z
"Programme Development and Support Officer, Tbilisi, Georgia",https://unjobs.org/vacancies/1573592050583,IOM - International Organization for Migration,2019-11-13T03:26:53Z
"Intern - International Partnerships Division (IPD), Geneva, Switzerland",https://unjobs.org/vacancies/1573592082483,IOM - International Organization for Migration,2019-11-13T03:26:43Z
"Communications Officer (Policy Support), N'Djamena, Chad",https://unjobs.org/vacancies/1573592114384,IOM - International Organization for Migration,2019-11-13T03:26:20Z
"Regional Project Development Officer, San Jose, Costa Rica",https://unjobs.org/vacancies/1573592146352,IOM - International Organization for Migration,2019-11-13T03:22:31Z
" Procurement Assistant, Geneva",https://unjobs.org/vacancies/1573586748869,ITC - International Trade Centre UNCTAD-WTO,2019-11-13T03:07:54Z
"Communications Associate (G6) - Sana'a, Sana'a, Yemen",https://unjobs.org/vacancies/1573592815863,WFP - World Food Programme,2019-11-12T21:15:09Z
"Communications Officer NOB - Sana'a, Sana'a, Yemen",https://unjobs.org/vacancies/1573592844427,WFP - World Food Programme,2019-11-12T21:14:55Z
"Business Support Assistant SC4 (Communications) - Sana'a, Sana'a, Yemen",https://unjobs.org/vacancies/1573592858848,WFP - World Food Programme,2019-11-12T21:14:40Z
"Consultant - Internal Strategy Consulting Unit, Rome, Italy",https://unjobs.org/vacancies/1573592873627,WFP - World Food Programme,2019-11-12T21:14:28Z
"Programme Assistant (School Feeding) - Tete, Tete, Mozambique",https://unjobs.org/vacancies/1573592887895,WFP - World Food Programme,2019-11-12T21:14:17Z
"Security Officer (NOA) - Hodeidah, Hodeidah, Yemen",https://unjobs.org/vacancies/1573592902102,WFP - World Food Programme,2019-11-12T21:14:02Z
"Assistant au programme SC6, Brazzaville, Congo",https://unjobs.org/vacancies/1573592916499,WFP - World Food Programme,2019-11-12T21:13:49Z
"Assistant Programme (VAM/M&E), Abidjan, Cote d'Ivoire",https://unjobs.org/vacancies/1573592930650,WFP - World Food Programme,2019-11-12T21:13:36Z
"Programme Assistant SC5 (M&E) Kaya-Dori, Kaya, South Sudan",https://unjobs.org/vacancies/1573592944888,WFP - World Food Programme,2019-11-12T21:13:23Z
"Consultant Reporting National/International, Abidjan, Cote d'Ivoire",https://unjobs.org/vacancies/1573592959096,WFP - World Food Programme,2019-11-12T21:13:09Z
"Senior Officer Monitoring, Surveillance and Coordination Division, Jakarta",https://unjobs.org/vacancies/1573585996771,ASEAN - Association of Southeast Asian Nations,2019-11-12T19:51:37Z
"Disaster Management & Humanitarian Assistance Officer, Jakarta",https://unjobs.org/vacancies/1573585997160,ASEAN - Association of Southeast Asian Nations,2019-11-12T19:51:17Z
"Senior Officer Trade in Goods (re-advertised), Jakarta",https://unjobs.org/vacancies/1573585997542,ASEAN - Association of Southeast Asian Nations,2019-11-12T19:50:55Z
"V.N. 19-16 Project Technical Analyst (P.2), Subdivision for Major Projects, Marine Environment Division, London",https://unjobs.org/vacancies/1573586568010,IMO - International Maritime Organization,2019-11-12T19:48:49Z
"Conditions and Entitlements Professional Staff, London",https://unjobs.org/vacancies/1573586568396,IMO - International Maritime Organization,2019-11-12T19:48:33Z
"Vacante, Santiago de Chile",https://unjobs.org/vacancies/1573586843790,UNDP - United Nations Development Programme,2019-11-12T19:47:15Z
Consultant to develop Booklet on international development assistance for Women in Serbia,https://unjobs.org/vacancies/1573586913517,UNDP - United Nations Development Programme,2019-11-12T19:45:37Z
"Solution Delivery Manager, Saudi Arabia - Jeddah",https://unjobs.org/vacancies/1573581826331,ISDB - Islamic Development Bank,2019-11-12T18:30:31Z
"Senior Energy Specialist, Washington, United States",https://unjobs.org/vacancies/1573568316960,The World Bank,2019-11-12T15:35:25Z
"Team Assistant, Manila, Philippines",https://unjobs.org/vacancies/1573568332828,The World Bank,2019-11-12T15:35:13Z
"Supervision Analysts, Frankfurt",https://unjobs.org/vacancies/1573568479142,ECB - European Central Bank,2019-11-12T15:34:33Z
"Traineeships in IT Security, Frankfurt",https://unjobs.org/vacancies/1573568480245,ECB - European Central Bank,2019-11-12T15:34:22Z
"Traineeships in Directorates General Microprudential Supervision I and II, Frankfurt",https://unjobs.org/vacancies/1573568481257,ECB - European Central Bank,2019-11-12T15:34:12Z
"Student Research Assistant Trainee or PhD Trainee, Frankfurt",https://unjobs.org/vacancies/1573568482102,ECB - European Central Bank,2019-11-12T15:34:00Z
"Traineeship in International Macroeconomics and International Finance, Frankfurt",https://unjobs.org/vacancies/1573568483076,ECB - European Central Bank,2019-11-12T15:33:49Z
"PhD Traineeships in the Directorate General Economics, Frankfurt",https://unjobs.org/vacancies/1573568483942,ECB - European Central Bank,2019-11-12T15:33:38Z
"Traineeship - Policy Strategy and Institutional Relations, Luxembourg",https://unjobs.org/vacancies/1573568651201,ESM - European Stability Mechanism,2019-11-12T15:31:33Z
"Senior Investment Specialist, Manila",https://unjobs.org/vacancies/1573565208072,ADB - Asian Development Bank,2019-11-12T13:58:47Z
"Senior Environment Specialist (Safeguards) (2 positions), Manila",https://unjobs.org/vacancies/1573565218752,ADB - Asian Development Bank,2019-11-12T13:58:25Z
"Administrative Secretary - 70%, Application deadline: 24 November 2019 | Location: Basel, Switzerland",https://unjobs.org/vacancies/1573566256310,BIS - Bank for International Settlements,2019-11-12T13:56:45Z
"Research Associate II, Addis Ababa, Ethiopia",https://unjobs.org/vacancies/1573415094514,International Livestock Research Institute (ILRI),2019-11-12T11:30:36Z
"ILRI Consultancy - Livestock management systems and climate change (open till filled), Home based, with possible travel to Kenya",https://unjobs.org/vacancies/1573415088782,International Livestock Research Institute (ILRI),2019-11-12T11:29:28Z
"Program Coordinator, Nairobi, Kenya",https://unjobs.org/vacancies/1573415083063,International Livestock Research Institute (ILRI),2019-11-12T11:27:49Z
"ILRI Internship, Nairobi, Kenya",https://unjobs.org/vacancies/1573415079203,International Livestock Research Institute (ILRI),2019-11-12T11:26:00Z
"Laboratory Manager, Nairobi, Kenya",https://unjobs.org/vacancies/1573415077308,International Livestock Research Institute (ILRI),2019-11-12T11:25:21Z
"ILRI Consultancy - Program support to BecA-ILRI Hub, Home based, with possible travel to Kenya",https://unjobs.org/vacancies/1573415075415,International Livestock Research Institute (ILRI),2019-11-12T11:24:46Z
"Research Associate II- Laboratory Technician, Nairobi, Kenya",https://unjobs.org/vacancies/1573415073510,International Livestock Research Institute (ILRI),2019-11-12T11:23:38Z
"Research Analyst I, Dakar, Senegal",https://unjobs.org/vacancies/1573416289301,International Food Policy Research Institute (IFPRI),2019-11-12T10:55:25Z
"Consultant Administrative Assistant - Permanent Observer Mission to the United Nations in New York (Local Recruitment), New York",https://unjobs.org/vacancies/1573480366240,IRENA - International Renewable Energy Agency,2019-11-12T10:38:54Z
"Digital Inclusion Junior Professional, Jakarta",https://unjobs.org/vacancies/1573414249428,ITU - International Telecommunication Union,2019-11-12T10:26:28Z
"Administrative Assistant, Kiev, Ukraine",https://unjobs.org/vacancies/1573414285637,UNAIDS - Joint United Nations Programme on HIV/AIDS,2019-11-12T10:26:00Z
"Conseiller Technique Adjoint, Tunisia",https://unjobs.org/vacancies/1573409290631,UNIDO - United Nations Industrial Development Organization,2019-11-12T10:23:01Z
"Chargxe (e) de communication (Roster: multiple locations), Multiple locations",https://unjobs.org/vacancies/1573422676589,WHO - World Health Organization,2019-11-12T10:21:29Z
"Health Policy planning Coordinator Roster: Botswana, Eritrea, eSwatini, Gambia, Ghana, Lesotho, Liberia, Malawi, Mozambique, Sierra Leone, Tanzania, South Africa, Uganda, Zambia, Zimbabwe",https://unjobs.org/vacancies/1573422660414,WHO - World Health Organization,2019-11-12T10:21:10Z
"Communication Officer (Roster: multiple locations), Multiple locations",https://unjobs.org/vacancies/1573422599905,WHO - World Health Organization,2019-11-12T10:19:24Z
"Data Manager, Cameroon",https://unjobs.org/vacancies/1573422463141,WHO - World Health Organization,2019-11-12T10:17:48Z
"Clinical Psychologists, Cameroon",https://unjobs.org/vacancies/1573422448197,WHO - World Health Organization,2019-11-12T10:17:29Z
"Emergency Field Coordinator, Cameroon",https://unjobs.org/vacancies/1573422402087,WHO - World Health Organization,2019-11-12T10:17:13Z
"Hospital Surgeon, Cameroon",https://unjobs.org/vacancies/1573422372079,WHO - World Health Organization,2019-11-12T10:15:40Z
"Senior Creative Lead/Marketing Copywriter consultant, New York",https://unjobs.org/vacancies/1573514783601,UNDP - United Nations Development Programme,2019-11-12T10:02:16Z
"International Consultant For Developing a Methodology for Mainstreaming Climate Change Considerations Into Spatial Plans (Land Use Plans), Home based",https://unjobs.org/vacancies/1573514765167,UNDP - United Nations Development Programme,2019-11-12T10:02:12Z
"National Consultant:Translator, Home based",https://unjobs.org/vacancies/1573514755771,UNDP - United Nations Development Programme,2019-11-12T10:01:45Z
"Financial Instruments/Extended Producer Responsibility (EPR) Consultant - Project Preparation Grant (PPG) of UNDP-GEF Project on Chemicals in Indian Ocean Small Island Development States (SIDS) (IRH), Home based",https://unjobs.org/vacancies/1573514732991,UNDP - United Nations Development Programme,2019-11-12T10:01:41Z
"Consultancy for Full Funding programme Retention Survey, Home based",https://unjobs.org/vacancies/1573514728472,UNDP - United Nations Development Programme,2019-11-12T10:01:15Z
"Legal Consultant on Ozone Depleting Substances (ODS) Legislation, Home based",https://unjobs.org/vacancies/1573514719174,UNDP - United Nations Development Programme,2019-11-12T10:00:41Z
"Gender Equality Advisor - Home-based Retainer, Home based",https://unjobs.org/vacancies/1573514382361,UNOPS - United Nations Office for Project Services,2019-11-12T09:35:53Z
"Project Management Support-Specialist (Monitor), UN Verification and Inspection Mechanism for Yemen (UNVIM), Multiple duty stations",https://unjobs.org/vacancies/1573514380766,UNOPS - United Nations Office for Project Services,2019-11-12T09:35:19Z
"Recrutement consultant international pour la conduite de la formation en WASH dans les urgences, Djibouti",https://unjobs.org/vacancies/1573409249786,UNICEF - United Nations Children's Fund,2019-11-12T06:25:38Z
"Social Policy Officer (Public Finance), Yangon, Myanmar",https://unjobs.org/vacancies/1573409245912,UNICEF - United Nations Children's Fund,2019-11-12T06:25:12Z
